1.[TCP] SourcePort:46474,DestinationPort:6334
551.[TCP] SourcePort:44218,DestinationPort:108
552.[TCP] SourcePort:443,DestinationPort:3444
553.[TCP] SourcePort:443,DestinationPort:3444
554.[TCP] SourcePort:1080,DestinationPort:4421
555.[TCP] SourcePort:44218,DestinationPort:108
556.[TCP] SourcePort:443,DestinationPort:3444
557.[TCP] SourcePort:1080,DestinationPort:4422
558.[TCP] SourcePort:44222,DestinationPort:108
559.[TCP] SourcePort:443,DestinationPort:3444
560.[TCP] SourcePort:443,DestinationPort:3444
561.[TCP] SourcePort:1080,DestinationPort:4422
562.[TCP] SourcePort:44222,DestinationPort:108
563.[TCP] SourcePort:443,DestinationPort:3444
564.[TCP] SourcePort:443,DestinationPort:3444
565.[TCP] SourcePort:1080,DestinationPort:4422
566.[TCP] SourcePort:44222,DestinationPort:108
567.[TCP] SourcePort:443,DestinationPort:3444
568.[TCP] SourcePort:1080,DestinationPort:4422
569.[TCP] SourcePort:44222,DestinationPort:108
570.[TCP] SourcePort:1080,DestinationPort:4422
571.[TCP] SourcePort:44222,DestinationPort:108
572.[TCP] SourcePort:443,DestinationPort:3444
573.[TCP] SourcePort:1080,DestinationPort:4422
574.[TCP] SourcePort:44222,DestinationPort:108
575.[TCP] SourcePort:443,DestinationPort:3444
576.[TCP] SourcePort:1080,DestinationPort:4422
577.[TCP] SourcePort:44222,DestinationPort:108
578.[TCP] SourcePort:443,DestinationPort:3444
579.[TCP] SourcePort:1080,DestinationPort:4422
580.[TCP] SourcePort:44222,DestinationPort:108
581.[TCP] SourcePort:443,DestinationPort:3444
582.[TCP] SourcePort:1080,DestinationPort:4422
583.[TCP] SourcePort:44222,DestinationPort:108
584.[TCP] SourcePort:443,DestinationPort:3446
585.[TCP] SourcePort:443,DestinationPort:3446
586.[TCP] SourcePort:443,DestinationPort:3444
587.[TCP] SourcePort:443,DestinationPort:3446
588.[TCP] SourcePort:1080,DestinationPort:4421
589.[TCP] SourcePort:44218,DestinationPort:108
590.[TCP] SourcePort:1080,DestinationPort:4423
591.[TCP] SourcePort:443,DestinationPort:3446
592.[TCP] SourcePort:44234,DestinationPort:108
593.[TCP] SourcePort:1080,DestinationPort:4423
594.[TCP] SourcePort:44234,DestinationPort:108
595.[TCP] SourcePort:1080,DestinationPort:4423
596.[TCP] SourcePort:44234,DestinationPort:108
597.[TCP] SourcePort:1080,DestinationPort:4423
598.[TCP] SourcePort:44234,DestinationPort:108
599.[TCP] SourcePort:1080,DestinationPort:4423
600.[TCP] SourcePort:44234,DestinationPort:108
601.[TCP] SourcePort:1080,DestinationPort:4423
602.[TCP] SourcePort:443,DestinationPort:3444
603.[TCP] SourcePort:1080,DestinationPort:4422
604.[TCP] SourcePort:44222,DestinationPort:108
605.[TCP] SourcePort:443,DestinationPort:3444
606.[TCP] SourcePort:1080,DestinationPort:4421
607.[TCP] SourcePort:44218,DestinationPort:108
608.[TCP] SourcePort:443,DestinationPort:3444
609.[TCP] SourcePort:1080,DestinationPort:4421
610.[TCP] SourcePort:443,DestinationPort:3444
611.[TCP] SourcePort:44218,DestinationPort:108
612.[TCP] SourcePort:1080,DestinationPort:4421
613.[TCP] SourcePort:44218,DestinationPort:108
614.[TCP] SourcePort:443,DestinationPort:3444
615.[TCP] SourcePort:1080,DestinationPort:4421
616.[TCP] SourcePort:44218,DestinationPort:108
617.[TCP] SourcePort:443,DestinationPort:3444
618.[TCP] SourcePort:1080,DestinationPort:4421
619.[TCP] SourcePort:44218,DestinationPort:108
620.[TCP] SourcePort:443,DestinationPort:3444
621.[TCP] SourcePort:1080,DestinationPort:4421
622.[TCP] SourcePort:44218,DestinationPort:108
623.[TCP] SourcePort:443,DestinationPort:3444
624.[TCP] SourcePort:443,DestinationPort:3444
625.[TCP] SourcePort:1080,DestinationPort:4421
626.[TCP] SourcePort:44218,DestinationPort:108
627.[TCP] SourcePort:443,DestinationPort:3444
628.[TCP] SourcePort:443,DestinationPort:3444
629.[TCP] SourcePort:1080,DestinationPort:4421
630.[TCP] SourcePort:44218,DestinationPort:108
631.[TCP] SourcePort:443,DestinationPort:3444
632.[TCP] SourcePort:1080,DestinationPort:4421
633.[TCP] SourcePort:1080,DestinationPort:4421
634.[TCP] SourcePort:44218,DestinationPort:108
635.[TCP] SourcePort:443,DestinationPort:3444
636.[TCP] SourcePort:1080,DestinationPort:4422
637.[TCP] SourcePort:44222,DestinationPort:108
638.[TCP] SourcePort:443,DestinationPort:3444
639.[TCP] SourcePort:443,DestinationPort:3444
640.[TCP] SourcePort:1080,DestinationPort:4422
641.[TCP] SourcePort:44222,DestinationPort:108
642.[TCP] SourcePort:443,DestinationPort:3444
643.[TCP] SourcePort:443,DestinationPort:3444
644.[TCP] SourcePort:1080,DestinationPort:4422
645.[TCP] SourcePort:44222,DestinationPort:108
646.[TCP] SourcePort:443,DestinationPort:3444
647.[TCP] SourcePort:1080,DestinationPort:4422
648.[TCP] SourcePort:44222,DestinationPort:108
649.[TCP] SourcePort:1080,DestinationPort:4422
650.[TCP] SourcePort:44222,DestinationPort:108
651.[TCP] SourcePort:443,DestinationPort:3444
652.[TCP] SourcePort:1080,DestinationPort:4422
653.[TCP] SourcePort:44222,DestinationPort:108
654.[TCP] SourcePort:443,DestinationPort:3444
655.[TCP] SourcePort:1080,DestinationPort:4422
656.[TCP] SourcePort:443,DestinationPort:3444
657.[TCP] SourcePort:443,DestinationPort:3444
658.[TCP] SourcePort:1080,DestinationPort:4421
659.[TCP] SourcePort:443,DestinationPort:3446
660.[TCP] SourcePort:1080,DestinationPort:4424
661.[TCP] SourcePort:44242,DestinationPort:108
662.[TCP] SourcePort:1080,DestinationPort:4424
663.[TCP] SourcePort:443,DestinationPort:3446
664.[TCP] SourcePort:443,DestinationPort:3446
665.[TCP] SourcePort:1080,DestinationPort:4423
666.[TCP] SourcePort:443,DestinationPort:3444
667.[TCP] SourcePort:44222,DestinationPort:108
668.[TCP] SourcePort:44238,DestinationPort:108
669.[TCP] SourcePort:1080,DestinationPort:4423
670.[TCP] SourcePort:44210,DestinationPort:108
671.[TCP] SourcePort:1080,DestinationPort:4421
672.[TCP] SourcePort:44214,DestinationPort:108
673.[TCP] SourcePort:1080,DestinationPort:4421
674.[TCP] SourcePort:443,DestinationPort:3446
675.[TCP] SourcePort:1080,DestinationPort:4423
676.[TCP] SourcePort:44234,DestinationPort:108
677.[TCP] SourcePort:1080,DestinationPort:4423
678.[TCP] SourcePort:443,DestinationPort:3446
679.[TCP] SourcePort:443,DestinationPort:3446
680.[TCP] SourcePort:1080,DestinationPort:4423
681.[TCP] SourcePort:44218,DestinationPort:108
682.[TCP] SourcePort:44234,DestinationPort:108
683.[TCP] SourcePort:44210,DestinationPort:108
684.[TCP] SourcePort:1080,DestinationPort:4421
685.[TCP] SourcePort:443,DestinationPort:3446
686.[TCP] SourcePort:1080,DestinationPort:4423
687.[TCP] SourcePort:44234,DestinationPort:108
688.[TCP] SourcePort:443,DestinationPort:3446
689.[TCP] SourcePort:443,DestinationPort:3446
690.[TCP] SourcePort:443,DestinationPort:3446
691.[TCP] SourcePort:1080,DestinationPort:4423
692.[TCP] SourcePort:443,DestinationPort:3446
693.[TCP] SourcePort:1080,DestinationPort:4423
694.[TCP] SourcePort:44234,DestinationPort:108
695.[TCP] SourcePort:443,DestinationPort:3446
696.[TCP] SourcePort:443,DestinationPort:3446
697.[TCP] SourcePort:443,DestinationPort:3446
698.[TCP] SourcePort:1080,DestinationPort:4423
699.[TCP] SourcePort:1080,DestinationPort:4423
700.[TCP] SourcePort:44234,DestinationPort:108
701.[TCP] SourcePort:46512,DestinationPort:6334
702.[TCP] SourcePort:63342,DestinationPort:4651
703.[TCP] SourcePort:443,DestinationPort:3444
704.[TCP] SourcePort:1080,DestinationPort:4421
705.[TCP] SourcePort:443,DestinationPort:3444
706.[TCP] SourcePort:443,DestinationPort:3444
707.[TCP] SourcePort:443,DestinationPort:3444
708.[TCP] SourcePort:1080,DestinationPort:4421
709.[TCP] SourcePort:44218,DestinationPort:108
710.[TCP] SourcePort:1080,DestinationPort:4421
711.[TCP] SourcePort:443,DestinationPort:3444
712.[TCP] SourcePort:1080,DestinationPort:4421
713.[TCP] SourcePort:44218,DestinationPort:108
714.[TCP] SourcePort:443,DestinationPort:3444
715.[TCP] SourcePort:1080,DestinationPort:4421
716.[TCP] SourcePort:443,DestinationPort:3444
717.[TCP] SourcePort:443,DestinationPort:3444
718.[TCP] SourcePort:1080,DestinationPort:4421
719.[TCP] SourcePort:44218,DestinationPort:108
720.[TCP] SourcePort:1080,DestinationPort:4421
721.[TCP] SourcePort:443,DestinationPort:3444
722.[TCP] SourcePort:1080,DestinationPort:4421
723.[TCP] SourcePort:44218,DestinationPort:108
724.[TCP] SourcePort:443,DestinationPort:3444
725.[TCP] SourcePort:1080,DestinationPort:4421
726.[TCP] SourcePort:443,DestinationPort:3444
727.[TCP] SourcePort:1080,DestinationPort:4421
728.[TCP] SourcePort:44218,DestinationPort:108
729.[TCP] SourcePort:443,DestinationPort:3444
730.[TCP] SourcePort:1080,DestinationPort:4421
731.[TCP] SourcePort:443,DestinationPort:3444
732.[TCP] SourcePort:443,DestinationPort:3444
733.[TCP] SourcePort:443,DestinationPort:3444
734.[TCP] SourcePort:443,DestinationPort:3444
735.[TCP] SourcePort:443,DestinationPort:3444
736.[TCP] SourcePort:443,DestinationPort:3444
737.[TCP] SourcePort:443,DestinationPort:3444
738.[TCP] SourcePort:443,DestinationPort:3444
739.[TCP] SourcePort:443,DestinationPort:3444
740.[TCP] SourcePort:443,DestinationPort:3444
741.[TCP] SourcePort:44218,DestinationPort:108
742.[TCP] SourcePort:443,DestinationPort:3444
743.[TCP] SourcePort:1080,DestinationPort:4421
744.[TCP] SourcePort:443,DestinationPort:3446
745.[TCP] SourcePort:1080,DestinationPort:4424
746.[TCP] SourcePort:443,DestinationPort:3444
747.[TCP] SourcePort:443,DestinationPort:3446
748.[TCP] SourcePort:1080,DestinationPort:4423
749.[TCP] SourcePort:443,DestinationPort:3443
750.[TCP] SourcePort:44218,DestinationPort:108
751.[TCP] SourcePort:44242,DestinationPort:108
752.[TCP] SourcePort:443,DestinationPort:3444
753.[TCP] SourcePort:443,DestinationPort:3443
754.[TCP] SourcePort:44238,DestinationPort:108
755.[TCP] SourcePort:443,DestinationPort:3446
756.[TCP] SourcePort:1080,DestinationPort:4423
757.[TCP] SourcePort:443,DestinationPort:3443
758.[TCP] SourcePort:1080,DestinationPort:4421
759.[TCP] SourcePort:443,DestinationPort:3443
760.[TCP] SourcePort:1080,DestinationPort:4421
761.[TCP] SourcePort:44210,DestinationPort:108
762.[TCP] SourcePort:443,DestinationPort:3443
763.[TCP] SourcePort:1080,DestinationPort:4421
764.[TCP] SourcePort:443,DestinationPort:3443
765.[TCP] SourcePort:443,DestinationPort:3443
766.[TCP] SourcePort:1080,DestinationPort:4421
767.[TCP] SourcePort:44210,DestinationPort:108
768.[TCP] SourcePort:44210,DestinationPort:108
769.[TCP] SourcePort:1080,DestinationPort:4421
770.[TCP] SourcePort:443,DestinationPort:3446
771.[TCP] SourcePort:1080,DestinationPort:4423
772.[TCP] SourcePort:44234,DestinationPort:108
773.[TCP] SourcePort:443,DestinationPort:3446
774.[TCP] SourcePort:1080,DestinationPort:4423
775.[TCP] SourcePort:443,DestinationPort:3446
776.[TCP] SourcePort:443,DestinationPort:3446
777.[TCP] SourcePort:443,DestinationPort:3446
778.[TCP] SourcePort:1080,DestinationPort:4423
779.[TCP] SourcePort:44234,DestinationPort:108
780.[TCP] SourcePort:1080,DestinationPort:4423
781.[TCP] SourcePort:443,DestinationPort:3446
782.[TCP] SourcePort:443,DestinationPort:3446
783.[TCP] SourcePort:443,DestinationPort:3446
784.[TCP] SourcePort:1080,DestinationPort:4423
785.[TCP] SourcePort:44234,DestinationPort:108
786.[TCP] SourcePort:443,DestinationPort:3446
787.[TCP] SourcePort:1080,DestinationPort:4423
788.[TCP] SourcePort:443,DestinationPort:3443
789.[TCP] SourcePort:1080,DestinationPort:4423
790.[TCP] SourcePort:44234,DestinationPort:108
791.[TCP] SourcePort:443,DestinationPort:3443
792.[TCP] SourcePort:1080,DestinationPort:4421
793.[TCP] SourcePort:1080,DestinationPort:4421
794.[TCP] SourcePort:44210,DestinationPort:108
795.[TCP] SourcePort:443,DestinationPort:3443
796.[TCP] SourcePort:443,DestinationPort:3443
797.[TCP] SourcePort:443,DestinationPort:3443
798.[TCP] SourcePort:1080,DestinationPort:4421
799.[TCP] SourcePort:44210,DestinationPort:108
800.[TCP] SourcePort:443,DestinationPort:3444
801.[TCP] SourcePort:1080,DestinationPort:4421
802.[TCP] SourcePort:44214,DestinationPort:108
803.[TCP] SourcePort:1080,DestinationPort:4421
804.[TCP] SourcePort:443,DestinationPort:3444
805.[TCP] SourcePort:1080,DestinationPort:4421
806.[TCP] SourcePort:443,DestinationPort:3444
807.[TCP] SourcePort:443,DestinationPort:3444
808.[TCP] SourcePort:443,DestinationPort:3444
809.[TCP] SourcePort:1080,DestinationPort:4421
810.[TCP] SourcePort:44218,DestinationPort:108
811.[TCP] SourcePort:443,DestinationPort:3444
812.[TCP] SourcePort:443,DestinationPort:3444
813.[TCP] SourcePort:1080,DestinationPort:4421
814.[TCP] SourcePort:44218,DestinationPort:108
815.[TCP] SourcePort:443,DestinationPort:3444
816.[TCP] SourcePort:443,DestinationPort:3444
817.[TCP] SourcePort:443,DestinationPort:3444
818.[TCP] SourcePort:443,DestinationPort:3444
819.[TCP] SourcePort:1080,DestinationPort:4421
820.[TCP] SourcePort:1080,DestinationPort:4421
821.[TCP] SourcePort:44218,DestinationPort:108
822.[TCP] SourcePort:443,DestinationPort:3444
823.[TCP] SourcePort:1080,DestinationPort:4421
824.[TCP] SourcePort:44218,DestinationPort:108
825.[TCP] SourcePort:443,DestinationPort:3444
826.[TCP] SourcePort:1080,DestinationPort:4421
827.[TCP] SourcePort:443,DestinationPort:3444
828.[TCP] SourcePort:443,DestinationPort:3444
829.[TCP] SourcePort:443,DestinationPort:3444
830.[TCP] SourcePort:443,DestinationPort:3444
831.[TCP] SourcePort:443,DestinationPort:3444
832.[TCP] SourcePort:443,DestinationPort:3444
833.[TCP] SourcePort:443,DestinationPort:3444
834.[TCP] SourcePort:443,DestinationPort:3444
835.[TCP] SourcePort:443,DestinationPort:3444
836.[TCP] SourcePort:443,DestinationPort:3444
837.[TCP] SourcePort:44218,DestinationPort:108
838.[TCP] SourcePort:443,DestinationPort:3444
839.[TCP] SourcePort:1080,DestinationPort:4421
840.[TCP] SourcePort:443,DestinationPort:3444
841.[TCP] SourcePort:44218,DestinationPort:108
842.[TCP] SourcePort:443,DestinationPort:3444
843.[TCP] SourcePort:1080,DestinationPort:4421
844.[TCP] SourcePort:443,DestinationPort:3446
845.[TCP] SourcePort:1080,DestinationPort:4423
846.[TCP] SourcePort:443,DestinationPort:3446
847.[TCP] SourcePort:1080,DestinationPort:4423
848.[TCP] SourcePort:44234,DestinationPort:108
849.[TCP] SourcePort:44218,DestinationPort:108
850.[TCP] SourcePort:443,DestinationPort:3446
851.[TCP] SourcePort:1080,DestinationPort:4423
852.[TCP] SourcePort:443,DestinationPort:3446
853.[TCP] SourcePort:443,DestinationPort:3446
854.[TCP] SourcePort:443,DestinationPort:3446
855.[TCP] SourcePort:1080,DestinationPort:4423
856.[TCP] SourcePort:44234,DestinationPort:108
857.[TCP] SourcePort:1080,DestinationPort:4423
858.[TCP] SourcePort:443,DestinationPort:3446
859.[TCP] SourcePort:443,DestinationPort:3446
860.[TCP] SourcePort:443,DestinationPort:3446
861.[TCP] SourcePort:1080,DestinationPort:4423
862.[TCP] SourcePort:44234,DestinationPort:108
863.[TCP] SourcePort:443,DestinationPort:3446
864.[TCP] SourcePort:1080,DestinationPort:4423
865.[TCP] SourcePort:1080,DestinationPort:4423
866.[TCP] SourcePort:44234,DestinationPort:108
867.[TCP] SourcePort:443,DestinationPort:3446
868.[TCP] SourcePort:1080,DestinationPort:4423
869.[TCP] SourcePort:443,DestinationPort:3444
870.[TCP] SourcePort:443,DestinationPort:3444
871.[TCP] SourcePort:44234,DestinationPort:108
872.[TCP] SourcePort:1080,DestinationPort:4421
873.[TCP] SourcePort:443,DestinationPort:3444
874.[TCP] SourcePort:443,DestinationPort:3444
875.[TCP] SourcePort:443,DestinationPort:3444
876.[TCP] SourcePort:1080,DestinationPort:4421
877.[TCP] SourcePort:44218,DestinationPort:108
878.[TCP] SourcePort:443,DestinationPort:3444
879.[TCP] SourcePort:1080,DestinationPort:4421
880.[TCP] SourcePort:443,DestinationPort:3444
881.[TCP] SourcePort:443,DestinationPort:3444
882.[TCP] SourcePort:443,DestinationPort:3444
883.[TCP] SourcePort:443,DestinationPort:3444
884.[TCP] SourcePort:443,DestinationPort:3444
885.[TCP] SourcePort:443,DestinationPort:3444
886.[TCP] SourcePort:443,DestinationPort:3444
887.[TCP] SourcePort:443,DestinationPort:3444
888.[TCP] SourcePort:443,DestinationPort:3444
889.[TCP] SourcePort:443,DestinationPort:3444
890.[TCP] SourcePort:443,DestinationPort:3444
891.[TCP] SourcePort:443,DestinationPort:3444
892.[TCP] SourcePort:443,DestinationPort:3444
893.[TCP] SourcePort:443,DestinationPort:3444
894.[TCP] SourcePort:44218,DestinationPort:108
895.[TCP] SourcePort:443,DestinationPort:3444
896.[TCP] SourcePort:1080,DestinationPort:4422
897.[TCP] SourcePort:44222,DestinationPort:108
898.[TCP] SourcePort:443,DestinationPort:3444
899.[TCP] SourcePort:443,DestinationPort:3446
900.[TCP] SourcePort:1080,DestinationPort:4423
901.[TCP] SourcePort:44234,DestinationPort:108
902.[TCP] SourcePort:443,DestinationPort:3446
903.[TCP] SourcePort:1080,DestinationPort:4423
904.[TCP] SourcePort:44234,DestinationPort:108
905.[TCP] SourcePort:44234,DestinationPort:108
906.[TCP] SourcePort:443,DestinationPort:3444
907.[TCP] SourcePort:443,DestinationPort:3446
908.[TCP] SourcePort:443,DestinationPort:3446
909.[TCP] SourcePort:443,DestinationPort:3446
910.[TCP] SourcePort:1080,DestinationPort:4423
911.[TCP] SourcePort:443,DestinationPort:3446
912.[TCP] SourcePort:1080,DestinationPort:4423
913.[TCP] SourcePort:44234,DestinationPort:108
914.[TCP] SourcePort:443,DestinationPort:3446
915.[TCP] SourcePort:443,DestinationPort:3446
916.[TCP] SourcePort:1080,DestinationPort:4423
917.[TCP] SourcePort:443,DestinationPort:3446
918.[TCP] SourcePort:1080,DestinationPort:4423
919.[TCP] SourcePort:443,DestinationPort:3446
920.[TCP] SourcePort:44234,DestinationPort:108
921.[TCP] SourcePort:1080,DestinationPort:4423
922.[TCP] SourcePort:443,DestinationPort:3444
923.[TCP] SourcePort:443,DestinationPort:3444
924.[TCP] SourcePort:443,DestinationPort:3444
925.[TCP] SourcePort:443,DestinationPort:3444
926.[TCP] SourcePort:443,DestinationPort:3444
927.[TCP] SourcePort:443,DestinationPort:3444
928.[TCP] SourcePort:443,DestinationPort:3444
929.[TCP] SourcePort:443,DestinationPort:3444
930.[TCP] SourcePort:443,DestinationPort:3444
931.[TCP] SourcePort:443,DestinationPort:3444
932.[TCP] SourcePort:44234,DestinationPort:108
933.[TCP] SourcePort:443,DestinationPort:3446
934.[TCP] SourcePort:1080,DestinationPort:4423
935.[TCP] SourcePort:44234,DestinationPort:108
936.[TCP] SourcePort:443,DestinationPort:3444
937.[TCP] SourcePort:443,DestinationPort:3444
938.[TCP] SourcePort:443,DestinationPort:3444
939.[TCP] SourcePort:443,DestinationPort:3444
940.[TCP] SourcePort:443,DestinationPort:3443
941.[TCP] SourcePort:443,DestinationPort:3444
942.[TCP] SourcePort:443,DestinationPort:3444
943.[TCP] SourcePort:443,DestinationPort:3444
944.[TCP] SourcePort:443,DestinationPort:3444
945.[TCP] SourcePort:443,DestinationPort:3444
946.[TCP] SourcePort:443,DestinationPort:3444
947.[TCP] SourcePort:443,DestinationPort:3444
948.[TCP] SourcePort:443,DestinationPort:3444
949.[TCP] SourcePort:443,DestinationPort:3444
950.[TCP] SourcePort:443,DestinationPort:3446
951.[TCP] SourcePort:443,DestinationPort:3446
952.[TCP] SourcePort:443,DestinationPort:3446
953.[TCP] SourcePort:443,DestinationPort:3446
954.[TCP] SourcePort:443,DestinationPort:3446
955.[TCP] SourcePort:443,DestinationPort:3446
956.[TCP] SourcePort:443,DestinationPort:3446
957.[TCP] SourcePort:443,DestinationPort:3446
958.[TCP] SourcePort:443,DestinationPort:3446
959.[TCP] SourcePort:443,DestinationPort:3446
960.[TCP] SourcePort:443,DestinationPort:3446
961.[TCP] SourcePort:443,DestinationPort:3444
962.[TCP] SourcePort:443,DestinationPort:3444
963.[TCP] SourcePort:443,DestinationPort:3444
964.[TCP] SourcePort:443,DestinationPort:3444
965.[TCP] SourcePort:1080,DestinationPort:4421
966.[TCP] SourcePort:44218,DestinationPort:108
967.[TCP] SourcePort:1080,DestinationPort:4423
968.[TCP] SourcePort:44234,DestinationPort:108
969.[TCP] SourcePort:1080,DestinationPort:4422
970.[TCP] SourcePort:44222,DestinationPort:108
971.[TCP] SourcePort:1080,DestinationPort:4422
972.[TCP] SourcePort:44222,DestinationPort:108
973.[TCP] SourcePort:443,DestinationPort:3444
974.[TCP] SourcePort:443,DestinationPort:3444
975.[TCP] SourcePort:443,DestinationPort:3444
976.[TCP] SourcePort:443,DestinationPort:3444
977.[TCP] SourcePort:443,DestinationPort:3444
978.[TCP] SourcePort:443,DestinationPort:3444
979.[TCP] SourcePort:443,DestinationPort:3444
980.[TCP] SourcePort:443,DestinationPort:3444
981.[TCP] SourcePort:443,DestinationPort:3444
982.[TCP] SourcePort:443,DestinationPort:3444
983.[TCP] SourcePort:443,DestinationPort:3444
984.[TCP] SourcePort:1080,DestinationPort:4421
985.[TCP] SourcePort:44218,DestinationPort:108
986.[TCP] SourcePort:1080,DestinationPort:4422
987.[TCP] SourcePort:44222,DestinationPort:108
988.[TCP] SourcePort:443,DestinationPort:3444
989.[TCP] SourcePort:443,DestinationPort:3444
990.[TCP] SourcePort:1080,DestinationPort:4422
991.[TCP] SourcePort:44222,DestinationPort:108
992.[TCP] SourcePort:443,DestinationPort:3444
993.[TCP] SourcePort:1080,DestinationPort:4422
994.[TCP] SourcePort:44222,DestinationPort:108
995.[TCP] SourcePort:443,DestinationPort:3444
996.[TCP] SourcePort:1080,DestinationPort:4422
997.[TCP] SourcePort:44222,DestinationPort:108
998.[TCP] SourcePort:443,DestinationPort:3444
999.[TCP] SourcePort:1080,DestinationPort:4422
1000.[TCP] SourcePort:44222,DestinationPort:108
1001.[TCP] SourcePort:1080,DestinationPort:4422
1002.[TCP] SourcePort:44222,DestinationPort:108
1003.[TCP] SourcePort:44158,DestinationPort:108
1004.[TCP] SourcePort:1080,DestinationPort:4415
1005.[TCP] SourcePort:443,DestinationPort:3444
1006.[TCP] SourcePort:1080,DestinationPort:4421
1007.[TCP] SourcePort:44218,DestinationPort:108
1008.[TCP] SourcePort:443,DestinationPort:3444
1009.[TCP] SourcePort:1080,DestinationPort:4421
1010.[TCP] SourcePort:44218,DestinationPort:108
1011.[TCP] SourcePort:443,DestinationPort:3444
1012.[TCP] SourcePort:443,DestinationPort:3444
1013.[TCP] SourcePort:443,DestinationPort:3444
1014.[TCP] SourcePort:1080,DestinationPort:4421
1015.[TCP] SourcePort:44218,DestinationPort:108
1016.[TCP] SourcePort:443,DestinationPort:3444
1017.[TCP] SourcePort:1080,DestinationPort:4421
1018.[TCP] SourcePort:44218,DestinationPort:108
1019.[TCP] SourcePort:1080,DestinationPort:4421
1020.[TCP] SourcePort:44218,DestinationPort:108
1021.[TCP] SourcePort:443,DestinationPort:3444
1022.[TCP] SourcePort:1080,DestinationPort:4421
1023.[TCP] SourcePort:44218,DestinationPort:108
1024.[TCP] SourcePort:443,DestinationPort:3444
1025.[TCP] SourcePort:443,DestinationPort:3444
1026.[TCP] SourcePort:443,DestinationPort:3444
1027.[TCP] SourcePort:1080,DestinationPort:4421
1028.[TCP] SourcePort:44218,DestinationPort:108
1029.[TCP] SourcePort:443,DestinationPort:3444
1030.[TCP] SourcePort:443,DestinationPort:3444
1031.[TCP] SourcePort:1080,DestinationPort:4421
1032.[TCP] SourcePort:443,DestinationPort:3444
1033.[TCP] SourcePort:1080,DestinationPort:4422
1034.[TCP] SourcePort:44222,DestinationPort:108
1035.[TCP] SourcePort:44218,DestinationPort:108
1036.[TCP] SourcePort:44222,DestinationPort:108
1037.[TCP] SourcePort:1080,DestinationPort:4422
1038.[TCP] SourcePort:443,DestinationPort:3444
1039.[TCP] SourcePort:1080,DestinationPort:4421
1040.[TCP] SourcePort:44218,DestinationPort:108
1041.[TCP] SourcePort:443,DestinationPort:3444
1042.[TCP] SourcePort:1080,DestinationPort:4421
1043.[TCP] SourcePort:44218,DestinationPort:108
1044.[TCP] SourcePort:443,DestinationPort:3444
1045.[TCP] SourcePort:443,DestinationPort:3444
1046.[TCP] SourcePort:1080,DestinationPort:4421
1047.[TCP] SourcePort:44218,DestinationPort:108
1048.[TCP] SourcePort:443,DestinationPort:3444
1049.[TCP] SourcePort:443,DestinationPort:3444
1050.[TCP] SourcePort:1080,DestinationPort:4421
1051.[TCP] SourcePort:44218,DestinationPort:108
1052.[TCP] SourcePort:443,DestinationPort:3444
1053.[TCP] SourcePort:1080,DestinationPort:4421
1054.[TCP] SourcePort:44218,DestinationPort:108
1055.[TCP] SourcePort:443,DestinationPort:3444
1056.[TCP] SourcePort:443,DestinationPort:3444
1057.[TCP] SourcePort:443,DestinationPort:3444
1058.[TCP] SourcePort:1080,DestinationPort:4421
1059.[TCP] SourcePort:44218,DestinationPort:108
1060.[TCP] SourcePort:443,DestinationPort:3444
1061.[TCP] SourcePort:1080,DestinationPort:4421
1062.[TCP] SourcePort:443,DestinationPort:3444
1063.[TCP] SourcePort:44218,DestinationPort:108
1064.[TCP] SourcePort:1080,DestinationPort:4421
1065.[TCP] SourcePort:44218,DestinationPort:108
1066.[TCP] SourcePort:443,DestinationPort:3444
1067.[TCP] SourcePort:1080,DestinationPort:4421
1068.[TCP] SourcePort:44218,DestinationPort:108
1069.[TCP] SourcePort:443,DestinationPort:3444
1070.[TCP] SourcePort:1080,DestinationPort:4422
1071.[TCP] SourcePort:44222,DestinationPort:108
1072.[TCP] SourcePort:443,DestinationPort:3444
1073.[TCP] SourcePort:443,DestinationPort:3444
1074.[TCP] SourcePort:443,DestinationPort:3444
1075.[TCP] SourcePort:443,DestinationPort:3444
1076.[TCP] SourcePort:1080,DestinationPort:4422
1077.[TCP] SourcePort:44222,DestinationPort:108
1078.[TCP] SourcePort:1080,DestinationPort:4422
1079.[TCP] SourcePort:44222,DestinationPort:108
1080.[TCP] SourcePort:443,DestinationPort:3444
1081.[TCP] SourcePort:443,DestinationPort:3444
1082.[TCP] SourcePort:1080,DestinationPort:4422
1083.[TCP] SourcePort:44222,DestinationPort:108
1084.[TCP] SourcePort:1080,DestinationPort:4422
1085.[TCP] SourcePort:44222,DestinationPort:108
1086.[TCP] SourcePort:443,DestinationPort:3444
1087.[TCP] SourcePort:443,DestinationPort:3444
1088.[TCP] SourcePort:1080,DestinationPort:4422
1089.[TCP] SourcePort:44222,DestinationPort:108
1090.[TCP] SourcePort:1080,DestinationPort:4422
1091.[TCP] SourcePort:44222,DestinationPort:108
1092.[TCP] SourcePort:443,DestinationPort:3444
1093.[TCP] SourcePort:1080,DestinationPort:4421
1094.[TCP] SourcePort:44218,DestinationPort:108
1095.[TCP] SourcePort:443,DestinationPort:3444
1096.[TCP] SourcePort:443,DestinationPort:3444
1097.[TCP] SourcePort:443,DestinationPort:3444
1098.[TCP] SourcePort:1080,DestinationPort:4421
